id,numdots,subdomainlevel,pathlevel,urllength,numdash,numdashinhostname,atsymbol,tildesymbol,numunderscore,numpercent,numquerycomponents,numampersand,numhash,numnumericchars,nohttps,randomstring,ipaddress,domaininsubdomains,domaininpaths,httpsinhostname,hostnamelength,pathlength,querylength,doubleslashinpath,numsensitivewords,embeddedbrandname,pctexthyperlinks,pctextresourceurls,extfavicon,insecureforms,relativeformaction,extformaction,abnormalformaction,pctnullselfredirecthyperlinks,frequentdomainnamemismatch,fakelinkinstatusbar,rightclickdisabled,popupwindow,submitinfotoemail,iframeorframe,missingtitle,imagesonlyinform,subdomainlevelrt,urllengthrt,pctextresourceurlsrt,abnormalextformactionr,extmetascriptlinkrt,pctextnullselfredirecthyperlinksrt,class_label,predicted
4503,3,0,4,79,1,0,0,0,0,0,2,0,0,24,1,0,0,0,0,0,10,29,32,0,0,0,0.0,0.166666667,0,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1,1,0
8661,2,1,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,0,0,0,0,0.0,0.142857143,0,1,1,0,0,0.825396825,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,0,1
2418,3,1,4,199,3,0,0,0,6,0,5,5,0,4,1,0,0,0,1,0,10,37,144,0,0,0,0.040540541,0.178571429,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,1,0
3922,3,1,2,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,15,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
7333,6,1,3,169,5,0,0,0,0,0,2,1,0,12,1,1,0,0,1,0,33,71,57,0,0,0,0.017241379,0.133333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0,1
9785,2,1,2,52,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25,20,0,0,0,0,0.058823529,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
1021,4,0,3,190,0,0,0,0,6,0,15,7,0,9,1,0,1,0,0,0,12,22,148,0,1,0,0.375,0.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,1,1,0,0,1,0
7607,2,0,1,71,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18,46,0,0,0,0,0.0,0.006134969,0,1,0,0,0,0.05,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
9240,3,1,1,52,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,28,9,7,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
2179,4,1,2,54,0,0,0,0,0,0,2,0,0,8,1,0,0,0,1,0,14,17,15,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
3860,2,0,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,26,0,0,0,0,0.882352941,0.148148148,1,1,0,0,0,0.0,0,0,0,0,1,1,0,0,1,1,1,1,0,-1,1,0
9460,2,1,0,26,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0,0,0,0,0.062827225,0.014814815,0,1,0,0,0,0.010471204,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
6310,2,0,5,53,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,15,31,0,0,0,0,0.069565217,1.0,1,1,1,0,0,0.011594203,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,0,1
8583,1,0,3,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,21,0,0,0,0,0.795180723,1.0,1,1,1,0,0,0.012048193,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,0,1
7478,4,1,15,155,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,21,127,0,0,0,0,0.0,0.142857143,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1,0,1
1748,2,0,2,91,1,0,0,0,5,0,1,0,0,2,1,0,0,0,0,0,14,18,51,0,0,0,0.0,0.333333333,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1,0
4976,2,1,3,68,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,10,51,0,0,0,0,0.0,0.333333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
2834,5,1,10,205,1,0,0,0,3,0,5,5,1,27,1,1,0,0,1,0,18,63,91,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1,0
1311,4,2,4,62,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,26,29,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,0,-1,-1,1,0
9948,4,1,1,56,0,0,0,0,0,0,1,0,0,12,1,1,0,0,0,0,16,10,22,0,0,0,0.353535354,0.054878049,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
9686,3,1,2,55,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,23,25,0,0,0,0,0.003225807,0.1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
6476,1,0,2,160,0,0,0,0,5,0,0,0,0,73,1,1,0,0,1,0,16,137,0,0,0,0,0.5,0.454545455,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,1
2626,5,1,3,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,22,0,0,0,0,0.0,0.0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
8422,3,2,3,59,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,30,22,0,0,0,0,0.010714286,0.111111111,0,1,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
3083,3,1,4,119,8,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,22,90,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,1,0
4933,2,1,3,45,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,15,23,0,0,0,0,0.0,0.0625,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0
6484,2,0,4,75,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,14,54,0,0,0,0,0.025641026,0.294117647,0,1,0,0,0,0.025641026,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
2778,2,0,5,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,24,0,0,0,0,0.0,0.0625,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0
6007,3,1,7,74,0,0,0,0,1,0,0,0,0,21,1,1,0,0,1,0,18,49,0,0,0,0,0.137931035,0.185185185,0,1,0,0,0,0.24137931,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
8073,2,0,6,67,0,0,0,0,1,0,0,0,0,28,1,1,0,0,0,0,9,51,0,0,0,1,0.686520376,0.974137931,1,1,0,0,0,0.0,0,0,0,0,0,1,0,1,1,0,-1,1,-1,-1,0,1
6833,4,0,3,79,2,2,0,0,0,0,0,0,0,11,1,1,0,0,0,0,21,51,0,0,0,0,0.114942529,0.063380282,0,1,0,0,0,0.011494253,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0,1
6991,5,1,3,72,0,0,0,0,1,0,0,0,0,4,1,1,0,0,1,0,23,42,0,0,0,0,0.113636364,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
6322,3,1,6,64,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,18,39,0,0,0,0,0.16,0.097560976,0,1,0,0,0,0.12,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
3012,3,1,4,150,13,0,0,0,0,0,0,0,0,13,1,1,0,0,1,0,22,121,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,1,0
8606,1,0,3,58,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,36,0,0,0,0,0.7,0.833333333,0,0,0,0,0,0.05,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,0,1
9069,1,0,3,59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,35,0,0,0,0,0.057142857,0.117647059,0,1,0,0,0,0.028571429,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
612,6,0,3,106,1,0,0,0,4,0,1,0,0,0,1,1,0,0,1,0,9,54,35,0,0,0,0.0,0.904761905,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,1,0
8871,2,0,2,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,18,0,0,0,0,0.967863894,0.8125,1,1,0,1,0,0.003780718,1,0,0,0,1,0,0,0,1,1,-1,0,0,-1,0,1
1039,2,0,5,137,1,0,0,0,3,0,1,0,0,16,1,1,0,0,1,0,14,87,28,0,0,0,0.040540541,1.0,1,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,1,1,0
2123,4,1,2,58,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,28,19,3,0,0,0,0.964285714,0.975,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,0,-1,-1,1,0
4686,3,1,7,104,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21,76,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,1,0
8777,1,0,2,32,1,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0,17,8,0,0,0,0,0.230769231,0.658536585,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,1
6158,4,0,4,66,0,0,0,0,1,0,0,0,0,10,1,1,0,0,1,0,13,46,0,0,0,0,0.0,1.0,1,1,0,0,0,0.019230769,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,1
7921,3,0,2,60,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,18,35,0,0,0,0,0.178571429,0.1,0,1,0,0,0,0.035714286,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
3003,2,1,4,57,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,24,26,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
2226,2,0,3,202,3,0,0,0,6,0,6,5,0,5,1,0,0,0,1,0,14,34,146,0,1,0,0.040540541,0.178571429,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,1,0
8479,1,0,2,34,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,9,18,0,0,0,0,0.03030303,0.113207547,0,1,0,0,0,0.166666667,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
8464,1,0,3,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,17,0,0,0,0,0.0,0.5,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
3066,2,1,4,60,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,22,31,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
8527,2,0,6,54,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,10,37,0,0,0,0,0.195121951,0.090909091,0,1,0,0,0,0.036585366,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
1916,2,0,3,90,1,0,0,0,3,0,2,1,0,1,1,0,0,0,1,0,11,19,52,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1,0
592,5,1,2,133,1,0,0,0,0,0,7,6,0,14,1,0,0,0,0,0,20,11,94,0,0,0,0.0,0.642857143,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,1,0
5618,3,1,2,149,1,0,0,0,0,2,4,5,0,12,1,1,0,0,1,0,15,35,91,0,0,0,0.982142857,0.340909091,0,1,1,1,0,0.0,1,0,0,0,0,0,0,0,1,-1,1,0,0,-1,0,1
